page,price,location,alapterulet,szobak,erkely
15,350 000 Ft/hó,"Budapest VI. kerület, Andrássy út",36 m2,1 + 1 fél,2 m2
15,225 000 Ft/hó,"Budapest XIII. kerület, Fáy utca 15.",32 m2,1,6 m2
16,399 000 Ft/hó,"Budapest XIV. kerület, Ilka utca 36.",85 m2,3,
16,600 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 2.",70 m2,3,20 m2
16,307 808 Ft/hó,"Budapest VIII. kerület, Bacsó Béla utca 17-23.",44 m2,2,4 m2
16,340 000 Ft/hó,"Budapest VI. kerület, Szondi utca 21.",80 m2,2,4 m2
16,806 000 Ft/hó,"Budapest II. kerület, Hárshegyi út 23.",100 m2,3,13 m2
16,360 000 Ft/hó,"Budapest III. kerület, Kiscelli köz",64 m2,2 + 1 fél,5 m2
16,350 000 Ft/hó,"Budapest III. kerület, Kiscelli köz 18.",64 m2,2 + 1 fél,5 m2
16,1 600 000 Ft/hó,"Budapest I. kerület, Bérc utca 1.",165 m2,4 + 1 fél,60 m2
16,240 000 Ft/hó,"Budapest II. kerület, Törökvész út 95-97.",54 m2,1 + 2 fél,
16,385 000 Ft/hó,"Budapest XIV. kerület, Rákos tér 34.",91 m2,3,15 m2
16,640 000 Ft/hó,"Budapest XII. kerület, Ugocsa utca",90 m2,4,8 m2
16,460 000 Ft/hó,"Budapest II. kerület, Zöldkő utca",80 m2,3,10 m2
16,210 000 Ft/hó,"Budapest VI. kerület, Nagymező utca",35 m2,1,
16,1 100 000 Ft/hó,"Budapest III. kerület, Jablonka út",105 m2,4,60 m2
16,1 100 000 Ft/hó,"Budapest V. kerület, Egyetem tér",160 m2,4,
16,340 000 Ft/hó,"Budapest XII. kerület, Csillagvölgyi út",78 m2,3,
16,250 000 Ft/hó,"Budapest IX. kerület, Bokréta utca",48 m2,2,
16,385 000 Ft/hó,"Budapest XIV. kerület, Alsórákos",69 m2,4,
16,650 000 Ft/hó,"Budapest VII. kerület, Károly körút",86 m2,2 + 1 fél,10 m2
16,1 100 000 Ft/hó,"Budapest XIII. kerület, Teve utca",160 m2,4,80 m2
17,850 000 Ft/hó,"Budapest XIII. kerület, Viza utca 9/B",120 m2,3,80 m2
17,320 000 Ft/hó,"Budapest VI. kerület, Bajnok utca",46 m2,1 + 1 fél,
17,300 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány",44 m2,2,4 m2
17,275 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út 61.",72 m2,2,
17,220 000 Ft/hó,"Budapest XIV. kerület, Róna utca",42 m2,1 + 1 fél,6 m2
17,200 000 Ft/hó,"Budapest XI. kerület, Menyecske utca",49 m2,2,5 m2
17,450 000 Ft/hó,"Budapest V. kerület, József Attila utca 18.",54 m2,3,
17,1 050 000 Ft/hó,"Budapest XI. kerület, Kelenhegyi út 40B",141 m2,5,5 m2
17,400 000 Ft/hó,"Budapest II. kerület, Csalán út",75 m2,2,10 m2
17,290 000 Ft/hó,"Budapest II. kerület, Krecsányi utca",52 m2,2,25 m2
17,980 000 Ft/hó,"Budapest II. kerület, Budenz út 12/B",109 m2,4,20 m2
17,599 000 Ft/hó,"Budapest XI. kerület, Menedékes utca 1.",97 m2,4,23 m2
17,799 900 Ft/hó,"Budapest XIII. kerület, Úszódaru utca 2.",70 m2,3,50 m2
17,560 000 Ft/hó,"Budapest II. kerület, Lóczy Lajos utca",113 m2,4,90 m2
17,880 000 Ft/hó,"Budapest I. kerület, Bem rakpart 26.",125 m2,5,5 m2
17,698 000 Ft/hó,"Budapest XIV. kerület, Gyertyán utca",110 m2,4,3 m2
17,250 000 Ft/hó,"Budapest VI. kerület, Székely Bertalan utca 2/c",55 m2,3,
17,390 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",110 m2,4,
17,600 000 Ft/hó,"Budapest XIII. kerület, Újpesti rakpart 5.",90 m2,3,
17,828 000 Ft/hó,"Budapest XII. kerület, Tamási Áron utca",180 m2,6 + 1 fél,34 m2
18,175 000 Ft/hó,"Budapest VI. kerület, Székely Bertalan utca",28 m2,1,
18,300 000 Ft/hó,"Budapest XIII. kerület, Juta utca",46 m2,2,10 m2
18,735 000 Ft/hó,"Budapest II. kerület, Selyemakác utca",110 m2,3 + 1 fél,10 m2
18,1 590 000 Ft/hó,"Budapest VI. kerület, Dalszínház utca 8.",115 m2,4,3 m2
18,790 000 Ft/hó,"Budapest XI. kerület, Beregszász út 81.",124 m2,3 + 2 fél,
18,245 000 Ft/hó,"Budapest II. kerület, Buday László utca",35 m2,1,
18,350 000 Ft/hó,"Budapest IX. kerület, Kálvin tér",63 m2,2,
18,400 000 Ft/hó,"Budapest V. kerület, Károlyi utca",55 m2,2 + 1 fél,
18,380 000 Ft/hó,"Budapest I. kerület, Zsolt utca",81 m2,3,12 m2
18,310 000 Ft/hó,"Budapest III. kerület, Ezüsthegy utca",65 m2,3,
18,310 000 Ft/hó,"Budapest V. kerület, Kecskeméti utca",56 m2,1 + 1 fél,
18,650 000 Ft/hó,"Budapest V. kerület, Balassi Bálint utca 21-23.",124 m2,2 + 1 fél,
18,380 000 Ft/hó,"Budapest XI. kerület, Naprózsa utca",65 m2,3 + 1 fél,55 m2
18,800 000 Ft/hó,"Budapest II. kerület, Szeréna út 37.",113 m2,4,16 m2
18,1 372 000 Ft/hó,"Budapest II. kerület, Vérhalom utca 17.",67 m2,2,24 m2
18,550 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart 2.",95 m2,3 + 1 fél,8 m2
18,400 000 Ft/hó,"Budapest IV. kerület, Malomvíz utca",72 m2,2 + 1 fél,10 m2
18,600 000 Ft/hó,"Budapest XI. kerület, Nagyida köz 5.",125 m2,2 + 2 fél,10 m2
18,295 000 Ft/hó,"Budapest XI. kerület, Bocskai út",78 m2,2 + 1 fél,4 m2
18,270 000 Ft/hó,"Budapest II. kerület, Tárogató út",55 m2,2 + 1 fél,7 m2
19,699 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út 11.",108 m2,3,46 m2
19,576 000 Ft/hó,"Budapest V. kerület, Haris köz",100 m2,3,
19,1 200 000 Ft/hó,"Budapest XI. kerület, Garda utca 8.",121 m2,5,50 m2
19,300 000 Ft/hó,"Budapest I. kerület, Attila út",60 m2,2,
19,300 000 Ft/hó,"Budapest VIII. kerület, Fecske utca",56 m2,2 + 1 fél,5 m2
19,540 000 Ft/hó,"Budapest XIII. kerület, Váci út",88 m2,3,
19,330 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart",54 m2,2,
19,450 000 Ft/hó,"Budapest III. kerület, Erdőalja út",110 m2,3,4 m2
19,200 000 Ft/hó,"Budapest IV. kerület, Izzó utca",50 m2,2,
19,220 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",35 m2,1 + 1 fél,
19,250 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",55 m2,2,20 m2
19,500 188 Ft/hó,"Budapest VI. kerület, Nagymező utca 37-39.",86 m2,3,5 m2
19,210 000 Ft/hó,"Budapest VII. kerület, Dembinszky utca",47 m2,1 + 1 fél,5 m2
19,340 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány",44 m2,2,5 m2
19,299 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",45 m2,1 + 1 fél,4 m2
19,380 000 Ft/hó,"Budapest XIII. kerület, Angyalföldi út 18.",48 m2,2,8 m2
19,300 000 Ft/hó,"Budapest I. kerület, Attila út",53 m2,2,
19,350 000 Ft/hó,"Budapest XIII. kerület, Pannónia utca",52 m2,2,12 m2
19,690 000 Ft/hó,"Budapest XIV. kerület, Kassai utca",220 m2,7 + 2 fél,40 m2
19,190 000 Ft/hó,"Budapest XXI. kerület, Zöldfa utca",38 m2,1,3 m2
20,260 000 Ft/hó,"Budapest II. kerület, Bem rakpart",69 m2,2,
20,265 000 Ft/hó,"Budapest XIII. kerület, Taksony utca 9.",35 m2,1,7 m2
20,270 000 Ft/hó,"Budapest I. kerület, Várkert rakpart",58 m2,2 + 1 fél,5 m2
20,330 000 Ft/hó,"Budapest XI. kerület, Mikes Kelemen utca 30-38.",47 m2,2,19 m2
20,275 000 Ft/hó,"Budapest V. kerület, Veres Pálné utca",43 m2,1 + 1 fél,
20,225 000 Ft/hó,"Budapest I. kerület, Logodi utca 63.",32 m2,1,1 m2
20,350 000 Ft/hó,"Budapest VIII. kerület, Mária utca",85 m2,2 + 1 fél,
20,480 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",74 m2,3,
20,499 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart",106 m2,4,
20,350 000 Ft/hó,"Budapest VI. kerület, Zichy Jenő utca 40.",61 m2,2,
20,420 000 Ft/hó,"Budapest XIII. kerület, Kelén utca 1.",42 m2,2,6 m2
20,399 000 Ft/hó,"Budapest III. kerület, Pacsirtamező utca",111 m2,3,
20,499 000 Ft/hó,"Budapest II. kerület, Buday László utca",80 m2,3,
20,220 000 Ft/hó,"Budapest XII. kerület, Őzike út 33/b",49 m2,1 + 1 fél,
20,250 000 Ft/hó,"Budapest I. kerület, Attila út",33 m2,2,
20,875 000 Ft/hó,"Budapest I. kerület, Batthyány utca 61.",107 m2,4,7 m2
20,580 000 Ft/hó,"Budapest III. kerület, Almási Balogh Loránd utca",80 m2,3,12 m2
20,320 000 Ft/hó,"Budapest XIII. kerület, Csata utca 31-33.",54 m2,2,9 m2
20,260 000 Ft/hó,"Budapest VIII. kerület, Kis Stáció utca 7.",48 m2,2,
20,250 000 Ft/hó,"Budapest XIV. kerület, Kalocsai utca",55 m2,1 + 2 fél,5 m2
21,440 000 Ft/hó,"Budapest II. kerület, Tárogató út",80 m2,2 + 1 fél,30 m2
21,399 000 Ft/hó,"Budapest III. kerület, Lajos utca 93-99.",75 m2,3,5 m2
21,230 000 Ft/hó,"Budapest II. kerület, Hűvösvölgyi út",38 m2,1 + 1 fél,4 m2
21,530 000 Ft/hó,"Budapest II. kerület, Gábor Áron utca 36.",72 m2,3,12 m2
21,300 000 Ft/hó,"Budapest IX. kerület, Mihálkovics utca",44 m2,2,
21,1 025 000 Ft/hó,"Budapest II. kerület, Hárshegyi út 23.",137 m2,4,57 m2
21,330 000 Ft/hó,"Budapest XI. kerület, Barázda utca 5.",45 m2,2,6 m2
21,360 000 Ft/hó,"Budapest VI. kerület, Teréz körút",61 m2,2,
21,400 000 Ft/hó,"Budapest XII. kerület, Németvölgyi út",70 m2,2 + 1 fél,15 m2
21,420 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca 6.",65 m2,3,11 m2
21,460 000 Ft/hó,"Budapest XII. kerület, Orbánhegyi út 20.",68 m2,2 + 2 fél,8 m2
21,270 000 Ft/hó,"Budapest XIII. kerület, Szegedi út 33.",64 m2,3,
21,250 000 Ft/hó,"Budapest I. kerület, Kapucinus utca",46 m2,1,
21,250 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút 37.",43 m2,1,
21,280 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",45 m2,1,
21,1 200 000 Ft/hó,"Budapest XI. kerület, Számadó utca",153 m2,4,70 m2
21,395 000 Ft/hó,"Budapest XI. kerület, Irinyi József utca",88 m2,2 + 1 fél,3 m2
21,420 000 Ft/hó,"Budapest VI. kerület, Munkácsy Mihály utca",74 m2,3,11 m2
21,315 000 Ft/hó,"Budapest XIV. kerület, Bartl János utca 2.",55 m2,2,15 m2
21,310 000 Ft/hó,"Budapest V. kerület, Kecskeméti utca",56 m2,1 + 1 fél,
22,525 000 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 1.",74 m2,2 + 1 fél,10 m2
22,170 000 Ft/hó,"Budapest III. kerület, Nagyszombat utca 6.",24 m2,1,
22,260 000 Ft/hó,"Budapest XIII. kerület, Csavargyár utca 3.",37 m2,2,8 m2
22,800 000 Ft/hó,"Budapest XI. kerület, Petzvál József utca 12.",170 m2,5,6 m2
22,230 000 Ft/hó,"Budapest XI. kerület, Ulászló utca",57 m2,2 + 1 fél,3 m2
22,350 000 Ft/hó,"Budapest VIII. kerület, József körút",93 m2,3,
22,1 500 000 Ft/hó,"Budapest V. kerület, Dorottya utca",137 m2,3,5 m2
22,160 000 Ft/hó,"Budapest XXIII. kerület, Ócsai út",15 m2,1,
22,250 000 Ft/hó,"Budapest VI. kerület, Csengery utca",61 m2,3,
22,450 000 Ft/hó,"Budapest XIV. kerület, Öv utca 168-170.",120 m2,4,16 m2
22,270 000 Ft/hó,"Budapest VIII. kerület, Győrffy István utca",70 m2,2 + 1 fél,8 m2
22,170 000 Ft/hó,"Budapest XIV. kerület, Mexikói út 58/b",45 m2,1 + 1 fél,4 m2
22,1 970 000 Ft/hó,"Budapest II. kerület, Vérhalom utca 17.",133 m2,3,20 m2
22,290 000 Ft/hó,"Budapest XI. kerület, Felsőhatár utca 2/b",49 m2,2,10 m2
22,360 000 Ft/hó,"Budapest V. kerület, Kossuth Lajos utca",68 m2,2,
22,595 000 Ft/hó,"Budapest II. kerület, Labanc út",90 m2,3,11 m2
22,234 990 Ft/hó,"Budapest IX. kerület, Nádasdy utca",34 m2,1 + 1 fél,2 m2
22,320 000 Ft/hó,"Budapest VII. kerület, Károly körút",35 m2,1,
22,310 000 Ft/hó,"Budapest XIII. kerület, Lőportár utca",36 m2,2,4 m2
22,770 000 Ft/hó,"Budapest XIII. kerület, Danubius utca",80 m2,3,40 m2
23,165 000 Ft/hó,"Budapest III. kerület, Solymárvölgyi út",30 m2,1 + 1 fél,
23,265 000 Ft/hó,"Budapest III. kerület, Tímár utca",51 m2,2,
23,200 000 Ft/hó,"Budapest II. kerület, Áfonya utca",43 m2,1,
23,295 000 Ft/hó,"Budapest XI. kerület, Virágkertész utca",43 m2,1 + 1 fél,8 m2
23,700 000 Ft/hó,"Budapest IX. kerület, Kinizsi utca",80 m2,3,30 m2
23,399 000 Ft/hó,"Budapest III. kerület, Seregély utca",68 m2,2 + 1 fél,13 m2
23,690 000 Ft/hó,"Budapest XI. kerület, Kelenhegyi út 50.",70 m2,2,9 m2
23,260 000 Ft/hó,"Budapest IX. kerület, Viola utca",57 m2,2,
23,275 000 Ft/hó,"Budapest VIII. kerület, Práter utca 6-8.",35 m2,1,1 m2
23,249 000 Ft/hó,"Budapest XX. kerület, Kossuth Lajos utca",50 m2,1 + 1 fél,7 m2
23,300 000 Ft/hó,"Budapest XIII. kerület, Herzen utca",58 m2,2,
23,190 000 Ft/hó,"Budapest XIII. kerület, Róbert Károly körút",37 m2,1 + 1 fél,
23,230 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",39 m2,1,
23,250 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út 10-12.",61 m2,2,
23,180 000 Ft/hó,"Budapest VII. kerület, Dembinszky utca 49.",30 m2,1,
23,320 000 Ft/hó,"Budapest XIII. kerület, Katona József utca 21.",62 m2,2,
23,330 000 Ft/hó,"Budapest XII. kerület, Győri út",60 m2,2,3 m2
23,270 000 Ft/hó,"Budapest XIII. kerület, Taksony utca 9.",48 m2,2,10 m2
23,210 000 Ft/hó,"Budapest XV. kerület, Páskom park",35 m2,1 + 1 fél,
23,290 000 Ft/hó,"Budapest XI. kerület, Fehérvári út 160.",46 m2,2,20 m2
24,270 000 Ft/hó,"Budapest XIX. kerület, Simonyi Zsigmond utca 5.",52 m2,2 + 1 fél,
24,230 000 Ft/hó,"Budapest IV. kerület, Csíksomlyó utca",49 m2,2,5 m2
24,250 000 Ft/hó,"Budapest VIII. kerület, Somogyi Béla utca",46 m2,1 + 1 fél,
24,420 000 Ft/hó,"Budapest XI. kerület, Budafoki út 64.",65 m2,3,13 m2
24,320 000 Ft/hó,"Budapest XI. kerület, Kelenhegyi út",55 m2,1 + 1 fél,6 m2
24,299 900 Ft/hó,"Budapest III. kerület, Szentendrei út",70 m2,3,
24,300 000 Ft/hó,"Budapest XIII. kerület, Jász utca 17.",61 m2,1 + 3 fél,2 m2
24,678 000 Ft/hó,"Budapest I. kerület, Orom utca",67 m2,2 + 1 fél,20 m2
24,449 000 Ft/hó,"Budapest II. kerület, Zivatar utca",70 m2,3,
24,300 000 Ft/hó,"Budapest II. kerület, Rómer Flóris utca 48.",67 m2,2,
24,640 000 Ft/hó,"Budapest V. kerület, Szép utca",106 m2,3,7 m2
24,290 000 Ft/hó,"Budapest II. kerület, Margit körút 54.",74 m2,3,
24,295 000 Ft/hó,"Budapest VI. kerület, Weiner Leó utca 9.",69 m2,2,
24,200 000 Ft/hó,"Budapest XIV. kerület, Róna utca",35 m2,1 + 1 fél,
24,240 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",45 m2,2,
24,190 000 Ft/hó,"Budapest VI. kerület, Bajza utca",27 m2,1,
24,285 000 Ft/hó,"Budapest IX. kerület, Ferenc körút",54 m2,2,
24,280 000 Ft/hó,"Budapest VI. kerület, Rózsa utca",48 m2,2,
24,200 000 Ft/hó,"Budapest XI. kerület, Kelenföldi út",40 m2,1,10 m2
24,220 000 Ft/hó,"Budapest IX. kerület, Mester utca 48-52.",34 m2,1,15 m2
25,200 000 Ft/hó,"Budapest XIV. kerület, Fogarasi út",51 m2,2,2 m2
25,210 000 Ft/hó,"Budapest VI. kerület, Zichy Jenő utca",26 m2,1,
25,260 000 Ft/hó,"Budapest XIII. kerület, Kerekes utca",45 m2,1 + 1 fél,10 m2
25,310 000 Ft/hó,"Budapest XIV. kerület, Kőszeg utca",85 m2,3,6 m2
25,235 000 Ft/hó,"Budapest XIII. kerület, Szent László út 101-103.",45 m2,1 + 1 fél,6 m2
25,210 000 Ft/hó,"Budapest III. kerület, Harrer Pál utca",48 m2,2,3 m2
25,230 000 Ft/hó,"Budapest XI. kerület, Fehérvári út",43 m2,2,
25,330 000 Ft/hó,"Budapest XI. kerület, Pagus utca 4.",45 m2,2,5 m2
25,580 000 Ft/hó,"Budapest VII. kerület, Holló utca 12-14.",73 m2,3,
25,190 000 Ft/hó,"Budapest II. kerület, Házmán utca",31 m2,1,
25,199 000 Ft/hó,"Budapest XI. kerület, Budafoki út",37 m2,1,3 m2
25,185 000 Ft/hó,"Budapest VI. kerület, Szondi utca",34 m2,1,
25,285 000 Ft/hó,"Budapest XIV. kerület, Egressy út",60 m2,3,3 m2
25,299 000 Ft/hó,"Budapest VII. kerület, Péterfy Sándor utca 19.",68 m2,3,3 m2
25,200 000 Ft/hó,"Budapest XII. kerület, Hajnóczy József utca 8.",40 m2,1 + 1 fél,
25,280 000 Ft/hó,"Budapest XIII. kerület, Jász utca 36.",44 m2,1 + 1 fél,5 m2
25,330 000 Ft/hó,"Budapest XII. kerület, Márvány utca 42.",65 m2,2 + 1 fél,
25,399 000 Ft/hó,"Budapest VIII. kerület, Nap utca",108 m2,3,
25,195 000 Ft/hó,"Budapest XIII. kerület, Fiastyúk utca",40 m2,1,
25,230 000 Ft/hó,"Budapest IX. kerület, Viola utca",45 m2,1 + 1 fél,
26,420 000 Ft/hó,"Budapest IX. kerület, Lónyay utca 38.",38 m2,2,35 m2
26,385 000 Ft/hó,"Budapest VIII. kerület, Vajda Péter utca 43.",94 m2,3,
26,300 000 Ft/hó,"Budapest VIII. kerület, Szentkirályi utca",67 m2,2,
26,390 000 Ft/hó,"Budapest VI. kerület, Király utca 30-32.",60 m2,2,11 m2
26,900 000 Ft/hó,"Budapest XI. kerület, Rétalja lejtő",123 m2,3 + 1 fél,50 m2
26,399 000 Ft/hó,"Budapest XI. kerület, Ulászló utca",80 m2,3 + 1 fél,4 m2
26,760 000 Ft/hó,"Budapest V. kerület, Hercegprímás utca",68 m2,3,
26,280 000 Ft/hó,"Budapest XII. kerület, Kútvölgyi út",64 m2,2 + 1 fél,15 m2
26,365 000 Ft/hó,"Budapest XIV. kerület, Dorozsmai utca 203-209.",66 m2,3,8 m2
26,290 000 Ft/hó,"Budapest III. kerület, Nánási út",50 m2,2,10 m2
26,470 000 Ft/hó,"Budapest XII. kerület, Nagysalló utca",96 m2,3 + 1 fél,8 m2
26,229 000 Ft/hó,"Budapest II. kerület, Bem rakpart 46.",50 m2,2,
26,580 000 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 2.",90 m2,3 + 1 fél,8 m2
26,320 000 Ft/hó,"Budapest XII. kerület, Alkotás utca",76 m2,3,3 m2
26,700 000 Ft/hó,"Budapest XI. kerület, Mohai út 24.",82 m2,3 + 1 fél,20 m2
26,210 000 Ft/hó,"Budapest I. kerület, Szirtes út 28.",42 m2,1 + 1 fél,1 m2
26,250 000 Ft/hó,"Budapest XI. kerület, Regős utca",54 m2,2,4 m2
26,320 000 Ft/hó,"Budapest V. kerület, Vadász utca 28.",65 m2,2,5 m2
26,240 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",63 m2,2,
26,198 000 Ft/hó,"Budapest IX. kerület, Ecseri út 4.",28 m2,1,
27,250 000 Ft/hó,"Budapest XI. kerület, Neszmélyi út",80 m2,1 + 2 fél,
27,490 000 Ft/hó,"Budapest VI. kerület, Rózsa utca 55.",66 m2,3,8 m2
27,420 000 Ft/hó,"Budapest IX. kerület, Gát utca 30-32.",76 m2,3,9 m2
27,345 000 Ft/hó,"Budapest II. kerület, Margit körút",71 m2,3,3 m2
27,300 000 Ft/hó,"Budapest XI. kerület, Bodorka utca 2-6.",42 m2,2,8 m2
27,259 000 Ft/hó,"Budapest VII. kerület, Dob utca 49.",41 m2,2,
27,290 000 Ft/hó,"Budapest I. kerület, Fortuna utca",55 m2,1 + 1 fél,
27,215 000 Ft/hó,"Budapest VIII. kerület, Csobánc utca 11.",38 m2,1 + 1 fél,
27,220 000 Ft/hó,"Budapest XIV. kerület, Ond vezér útja",46 m2,1 + 1 fél,
27,280 000 Ft/hó,"Budapest XIII. kerület, Ipoly utca 3.",42 m2,1 + 1 fél,16 m2
27,490 000 Ft/hó,"Budapest VI. kerület, Andrássy út",98 m2,3,
27,195 000 Ft/hó,"Budapest XV. kerület, Báthory utca 3.",42 m2,1 + 1 fél,2 m2
27,240 000 Ft/hó,"Budapest XI. kerület, Fehérvári út",65 m2,2 + 1 fél,3 m2
27,240 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút 25.",51 m2,1,
27,280 000 Ft/hó,"Budapest XV. kerület, Kőrakás park",64 m2,2 + 1 fél,3 m2
27,440 000 Ft/hó,"Budapest VI. kerület, Rózsa utca 55.",50 m2,2,8 m2
27,315 000 Ft/hó,"Budapest I. kerület, Naphegy utca",50 m2,2,6 m2
27,419 000 Ft/hó,"Budapest XI. kerület, Szerenád utca 6.",70 m2,3,70 m2
27,290 000 Ft/hó,"Budapest XIII. kerület, Szent László út",45 m2,2,5 m2
27,220 000 Ft/hó,"Budapest VI. kerület, Bajnok utca",68 m2,2 + 1 fél,2 m2
28,385 000 Ft/hó,"Budapest VI. kerület, Hajós utca 41.",113 m2,4,3 m2
28,135 000 Ft/hó,"Budapest II. kerület, Nyúl utca",20 m2,1,
28,599 999 Ft/hó,"Budapest XIII. kerület, Marina sétány",90 m2,2 + 2 fél,18 m2
28,195 000 Ft/hó,"Budapest VI. kerület, Bajcsy-Zsilinszky út 59.",32 m2,1,
28,190 000 Ft/hó,"Budapest I. kerület, Logodi utca",40 m2,1 + 1 fél,
28,250 000 Ft/hó,"Budapest XIII. kerület, Váci út",72 m2,2,
28,160 000 Ft/hó,"Budapest VI. kerület, Eötvös utca",21 m2,1,
28,240 000 Ft/hó,"Budapest XII. kerület, Jagelló út 32.",40 m2,1 + 1 fél,
28,985 000 Ft/hó,"Budapest VI. kerület, Csengery utca",104 m2,3 + 2 fél,20 m2
28,250 000 Ft/hó,"Budapest IX. kerület, Márton utca 35.",37 m2,1 + 1 fél,22 m2
28,300 000 Ft/hó,"Budapest XII. kerület, Kikelet utca 17/c",60 m2,1 + 2 fél,6 m2
28,275 000 Ft/hó,"Budapest V. kerület, Zrínyi utca 9.",36 m2,1,
28,220 000 Ft/hó,"Budapest VI. kerület, Király utca 40.",29 m2,1,3 m2
28,1 250 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart 13-15.",140 m2,3,2 m2
28,459 000 Ft/hó,"Budapest XII. kerület, Kikelet utca",80 m2,3,60 m2
28,200 000 Ft/hó,"Budapest IX. kerület, Üllői út 101.",45 m2,1 + 1 fél,
28,180 000 Ft/hó,"Budapest XI. kerület, Kondorosi út 10.",30 m2,1,6 m2
28,230 000 Ft/hó,"Budapest XII. kerület, Tamási Áron utca",52 m2,2,
28,220 000 Ft/hó,"Budapest II. kerület, Varsányi Irén utca",26 m2,1,
28,200 000 Ft/hó,"Budapest XI. kerület, Kondorosi út 8/b A",29 m2,1 + 1 fél,5 m2
29,235 000 Ft/hó,"Budapest XIV. kerület, Hungária körút",51 m2,1 + 1 fél,3 m2
29,240 000 Ft/hó,"Budapest V. kerület, Nagy Ignác utca 19.",43 m2,1 + 1 fél,
29,750 000 Ft/hó,"Budapest XIII. kerület, Pannónia utca 70.",106 m2,4,35 m2
29,190 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",40 m2,1,3 m2
29,180 000 Ft/hó,"Budapest XIII. kerület, Tar utca 3.",33 m2,1,
29,200 000 Ft/hó,"Budapest XIII. kerület, Üteg utca 33.",58 m2,1 + 2 fél,4 m2
29,200 000 Ft/hó,"Budapest XIV. kerület, Uzsoki utca",40 m2,1,
29,380 000 Ft/hó,"Budapest VIII. kerület, Horváth Mihály tér 15.",55 m2,2 + 1 fél,10 m2
29,260 000 Ft/hó,"Budapest II. kerület, Felső Zöldmáli út 77.",64 m2,2 + 1 fél,6 m2
29,275 000 Ft/hó,"Budapest IX. kerület, Epreserdő utca 16.",55 m2,2 + 1 fél,6 m2
29,300 000 Ft/hó,"Budapest II. kerület, Frankel Leó út",60 m2,2,
29,220 000 Ft/hó,"Budapest XIII. kerület, Palóc utca",40 m2,2,2 m2
29,320 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca 6.",45 m2,2,11 m2
29,240 000 Ft/hó,"Budapest XIV. kerület, Gizella út 32.",66 m2,2,
29,360 000 Ft/hó,"Budapest II. kerület, Ady Endre utca",58 m2,2,12 m2
29,300 000 Ft/hó,"Budapest XIV. kerület, Kacsóh Pongrác út",50 m2,2 + 1 fél,1 m2
29,230 000 Ft/hó,"Budapest V. kerület, Honvéd utca 17/A",31 m2,1,
29,330 000 Ft/hó,"Budapest XII. kerület, Sólyom utca",65 m2,2,5 m2
29,460 000 Ft/hó,"Budapest II. kerület, Hidegkúti út",85 m2,3,20 m2
29,535 000 Ft/hó,"Budapest XII. kerület, Maros utca",77 m2,3 + 1 fél,
30,260 000 Ft/hó,"Budapest XIII. kerület, Angyalföldi út 30-32.",48 m2,2,3 m2
30,465 000 Ft/hó,"Budapest II. kerület, Bimbó út",85 m2,2 + 1 fél,16 m2
30,500 000 Ft/hó,"Budapest V. kerület, Október 6. utca",124 m2,4,
30,280 000 Ft/hó,"Budapest XI. kerület, Menyecske utca",78 m2,3,
30,245 000 Ft/hó,"Budapest V. kerület, Molnár utca",40 m2,1,
30,250 000 Ft/hó,"Budapest XIII. kerület, Váci út 56-58.",45 m2,1 + 1 fél,
30,280 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca 19-21.",47 m2,2,7 m2
30,355 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány",49 m2,2,14 m2
30,389 000 Ft/hó,"Budapest XIII. kerület, Gidófalvy Lajos utca 4/A",64 m2,3,10 m2
30,460 000 Ft/hó,"Budapest XIII. kerület, Csanády utca",59 m2,2,4 m2
30,774 000 Ft/hó,"Budapest VIII. kerület, Baross utca",88 m2,3,4 m2
30,200 000 Ft/hó,"Budapest I. kerület, Avar utca",37 m2,1 + 1 fél,
30,340 000 Ft/hó,"Budapest V. kerület, Alkotmány utca",92 m2,3,
